URL,Product Name,Price
https://www.newegg.com/p/181-08GA-00002?Item=9SIBGC3JE99983,"10 Pack USB C Cable 3ft 10 Pack USB C Charger Cable, USB A to USB C Charging Cable USB Type C Fast Charge Cord",$10.86
